iter	RMSE
1181	0.04927839106
1182	0.04927609005
1183	0.04925786929
1184	0.04925537156
1185	0.04925215443
1186	0.0492229284
1187	0.04921516558
1188	0.04921316202
1189	0.04920645492
1190	0.04917587212
1191	0.0491504476
1192	0.04909165182
1193	0.0490798579
1194	0.04906479915
1195	0.04905909595
1196	0.04904848868
1197	0.04904252166
1198	0.04898588786
1199	0.04898183111
1200	0.04894041645
1201	0.04892442551
1202	0.04891942744
1203	0.04888397156
1204	0.04888219276
1205	0.04882588198
1206	0.04881197755
1207	0.04878358899
1208	0.04875886477
1209	0.04872906459
1210	0.04870724511
1211	0.04867557856
1212	0.04865678441
1213	0.04864697902
1214	0.04858790395
1215	0.04858501789
1216	0.04858176706
1217	0.04851842137
1218	0.04849259957
1219	0.04843219947
1220	0.04838835725
1221	0.04838696783
1222	0.04835473532
1223	0.04830310751
1224	0.04829612043
1225	0.04826787089
1226	0.04822470076
1227	0.04817770729
1228	0.04813653285
1229	0.04812038596
1230	0.04808064899
1231	0.04806426787
1232	0.048040039
1233	0.04802879176
1234	0.04802138215
1235	0.04796483252
1236	0.04794293366
1237	0.04787857429
1238	0.04783255975
1239	0.04779060012
1240	0.04776056073
1241	0.04773425569
1242	0.0476806173
1243	0.04767044427
1244	0.04761933951
1245	0.04761238201
1246	0.04755937287
1247	0.04750894754
1248	0.04750711272
1249	0.04748138035
1250	0.04745649763
1251	0.04739258205
1252	0.04739000995
1253	0.04733928832
1254	0.04728512882
1255	0.04727712139
1256	0.04727383613
1257	0.04724812188
1258	0.047237418
1259	0.04718752376
1260	0.04715168674
1261	0.0471207996
1262	0.04711141213
1263	0.04708166001
1264	0.04705611656
1265	0.04705181545
1266	0.04704944045
1267	0.04700799766
1268	0.04700438013
1269	0.04700254066
1270	0.04696496188
1271	0.04691693987
1272	0.04687087268
1273	0.04682079683
1274	0.04676064188
1275	0.04675737777
1276	0.04672170839
1277	0.04667104105
1278	0.04663335302
1279	0.04662689957
1280	0.04656017219
1281	0.04653372941
1282	0.04653143116
1283	0.04652583517
1284	0.04649585828
1285	0.04645219604
1286	0.04641293708
1287	0.04639148745
1288	0.04638992261
1289	0.04637906775
1290	0.04635370838
1291	0.04630402114
1292	0.04630252777
1293	0.04629930426
1294	0.046290947
1295	0.04628063642
1296	0.04627905811
1297	0.04627311883
1298	0.04621761099
1299	0.0462010752
1300	0.0461480574
1301	0.0460753751
1302	0.04602666957
1303	0.04599737853
1304	0.04594467656
1305	0.04590741297
1306	0.04586987837
1307	0.04582573845
1308	0.04576729166
1309	0.04574566987
1310	0.04570254143
1311	0.04568235069
1312	0.04563385149
1313	0.04561439449
1314	0.04559005068
1315	0.04558587503
1316	0.04555937929
1317	0.04553471685
1318	0.04550565315
1319	0.0454997672
1320	0.04547638226
1321	0.04545394494
1322	0.0454060483
1323	0.04534756613
1324	0.04530970415
1325	0.04528674801
1326	0.04524741535
1327	0.04524542657
1328	0.04520177401
1329	0.04517326994
1330	0.0451463804
1331	0.04510836718
1332	0.04508811163
1333	0.04503878548
1334	0.04498753768
1335	0.04494724673
1336	0.04494607576
1337	0.04490505553
1338	0.04487944628
1339	0.04485459798
1340	0.04485246099
1341	0.04483455992
1342	0.04478012095
1343	0.04475487223
1344	0.0446743265
1345	0.04467270202
1346	0.04463796477
1347	0.04460475338
1348	0.0445673693
1349	0.04456511853
1350	0.04451746782
1351	0.04448078786
1352	0.04444044268
1353	0.0443879919
1354	0.04435629964
1355	0.04433881516
1356	0.04429013999
1357	0.04426297156
1358	0.04424526675
1359	0.04419969689
1360	0.04419820077
1361	0.04419382993
1362	0.04413616279
1363	0.04413366561
1364	0.044110267
1365	0.04407571311
1366	0.04402458981
1367	0.04395243073
1368	0.04395105001
1369	0.04392276334
1370	0.04392167891
1371	0.0438683143
1372	0.04382457108
1373	0.04378212686
1374	0.0437302616
1375	0.04368409006
1376	0.04364908205
1377	0.04360575529
1378	0.04360113003
1379	0.04359505298
1380	0.04354865094
1381	0.04350755297
1382	0.04345294785
1383	0.04339562189
1384	0.04339428644
1385	0.04335180561
1386	0.04330676463
1387	0.04324846454
1388	0.04322294934
1389	0.04318485327
1390	0.04312857143
1391	0.04310195369
1392	0.04307093579
1393	0.04303708018
1394	0.0429986522
1395	0.04294041699
1396	0.0429391003
1397	0.04289153907
1398	0.04288929796
1399	0.04286521215
1400	0.04282335353
1401	0.04281844557
1402	0.04277666926
1403	0.04275865007
1404	0.04275703353
1405	0.04272206952
1406	0.04271851955
1407	0.04270698267
